,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies
31423,495478,9600.0,9600.0,9600.0, 36 MONTHS,13.48,325.68,C,C3,PLAYMATES PAULARINO PRESCHOOL,7 YEARS,RENT,37800.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,926XX,CA,23.84,0,2001-02-01,0,7,0,2304,32.9,15,0.0,0.0,10421.13,10421.13,8326.15,2094.98,0.0,0.0,0.0,2013-01-01,36.48,2016-05-01,0.0
31434,435959,7000.0,7000.0,7000.0, 36 MONTHS,13.85,238.73,C,C4,SIMS METAL MANAGEMENT,2 YEARS,RENT,58000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,100XX,NY,20.44,2,1995-03-01,1,18,0,35469,63.7,36,0.0,0.0,6046.01,6046.01,4541.48,1419.27,0.0,85.26,1.3,2012-05-01,238.73,2012-09-01,0.0
31436,495236,25000.0,25000.0,21950.75, 36 MONTHS,10.99,818.38,B,B4,IRON MOUNTAIN INFORMATION MANAGEMENT,8 YEARS,RENT,220000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,MOVING,320XX,FL,17.51,0,1987-12-01,3,9,0,32888,75.4,32,0.0,0.0,6546.63,6316.17,4860.63,1675.21,0.0,10.79,4.63,2010-12-01,818.38,2016-05-01,0.0
31455,494321,14500.0,14500.0,14325.0, 36 MONTHS,13.85,494.51,C,C4,SLEEP TRAIN INC,3 YEARS,RENT,43200.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,920XX,CA,23.72,0,2003-07-01,1,12,0,11904,50.0,19,0.0,0.0,11373.48,11236.19,8548.89,2807.13,0.0,17.46,0.0,2012-03-01,494.51,2016-05-01,0.0
31456,493393,24000.0,24000.0,23478.61511, 36 MONTHS,10.62,781.44,B,B3,PHOENIX AMERICAN,10+ YEARS,MORTGAGE,320000.0,VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,949XX,CA,4.32,1,1988-07-01,1,12,0,3469,8.9,27,0.0,0.0,27171.41,26514.71,10457.37,2897.98,39.03942348,13777.02,4821.78,2011-09-01,114.19,2016-05-01,0.0
31462,495073,20000.0,20000.0,19336.63797, 36 MONTHS,17.56,718.64,E,E4,UCLC,< 1 YEAR,MORTGAGE,90000.0,VERIFIED,2010-03-01,CHARGED OFF,OTHER,980XX,WA,12.41,0,2005-06-01,0,9,0,46674,82.5,10,0.0,0.0,23152.31,22196.61,17203.68,5792.31,0.0,156.32,3.41,2013-01-01,64.74,2013-05-01,0.0
31474,494891,5550.0,5550.0,5546.269704, 36 MONTHS,11.36,182.66,B,B5,EDGESTREAM INC,5 YEARS,RENT,31000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CAR,026XX,MA,1.59,0,2001-06-01,0,4,0,1095,32.2,5,0.0,0.0,2083.32,2078.26,1577.89,505.43,0.0,0.0,0.0,2011-03-01,365.32,2016-04-01,0.0
31501,494435,8550.0,8550.0,8108.98, 36 MONTHS,10.25,276.89,B,B2,LA CURACAO,5 YEARS,RENT,42000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,927XX,CA,18.89,0,2002-08-01,0,8,0,3364,64.7,12,0.0,0.0,6294.81,6149.52,4896.08,1177.02,0.0,221.71,36.657,2012-02-01,276.89,2012-06-01,0.0
31508,492862,10000.0,10000.0,7925.0, 36 MONTHS,9.88,322.11,B,B1,SAFEWAY INC.,< 1 YEAR,RENT,43200.0,NOT VERIFIED,2010-03-01,CHARGED OFF,MAJOR_PURCHASE,984XX,WA,13.39,0,1987-02-01,0,4,0,0,0.0,20,0.0,0.0,1232.17,976.26,480.87,306.34,16.11,428.85,4.19,2010-09-01,80.0,2011-02-01,0.0
31519,494199,1750.0,1750.0,1750.0, 36 MONTHS,12.73,58.75,C,C1,UKROPS,3 YEARS,OWN,11440.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,232XX,VA,18.46,0,1994-01-01,1,10,0,2538,57.7,11,0.0,0.0,1718.43,1718.43,1349.8,346.12,0.0,22.51,0.38,2012-08-01,58.75,2013-02-01,0.0
31526,494123,10000.0,10000.0,10000.0, 36 MONTHS,10.62,325.6,B,B3,ALCON LABORATORIES,5 YEARS,RENT,125000.0,VERIFIED,2010-04-01,CHARGED OFF,OTHER,761XX,TX,14.24,0,1996-01-01,6,15,0,39850,17.6,33,0.0,0.0,2600.24,2600.24,1953.1,647.14,0.0,0.0,0.0,2010-12-01,325.6,2016-05-01,0.0
31538,494025,22000.0,22000.0,21371.61, 36 MONTHS,13.11,742.39,C,C2,HERTZ RENT A CAR,10+ YEARS,RENT,49000.0,VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,070XX,NJ,21.22,0,1994-09-01,2,23,0,25431,51.9,39,0.0,0.0,13735.76,13634.69,8710.88,3145.76,0.0,1879.12,341.9604,2011-07-01,742.39,2011-12-01,0.0
31539,494000,3000.0,3000.0,3000.0, 36 MONTHS,10.99,98.21,B,B4,PIZZA RUSTICA,< 1 YEAR,RENT,13200.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,294XX,SC,14.18,0,2004-02-01,2,7,0,2189,87.6,8,0.0,0.0,1462.43,1462.43,1045.71,321.81,0.0,94.91,1.06,2011-06-01,98.21,2011-11-01,0.0
31552,493816,10000.0,10000.0,10000.0, 36 MONTHS,14.59,344.65,D,D1,COMPREHENSIVE LOGISTICS,8 YEARS,MORTGAGE,90305.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,444XX,OH,9.51,0,1994-05-01,0,15,1,16026,47.3,25,0.0,0.0,9649.63,9649.63,7377.05,2259.15,0.0,13.43,0.0,2012-07-01,344.65,2016-05-01,0.0
31557,493703,4000.0,4000.0,4000.0, 36 MONTHS,12.73,134.27,C,C1,FRANCHISE TAX BOARD,10+ YEARS,RENT,48804.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,956XX,CA,8.73,0,1998-04-01,3,6,0,3000,53.6,14,0.0,0.0,2410.38,2410.38,1805.81,604.57,0.0,0.0,0.0,2011-09-01,134.27,2016-05-01,0.0
31602,493285,2000.0,2000.0,2000.0, 36 MONTHS,14.22,68.57,C,C5,SKYWEST INC.,3 YEARS,MORTGAGE,50400.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,945XX,CA,17.79,0,2000-01-01,1,10,0,1483,53.0,24,0.0,0.0,452.19,452.19,262.06,111.3,0.0,78.83,0.8,2010-08-01,68.57,2011-01-01,0.0
31614,493132,15000.0,15000.0,15000.0, 36 MONTHS,14.59,516.98,D,D1,SOUTHWIRE COMPANY,7 YEARS,MORTGAGE,66000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,301XX,GA,12.64,0,1995-10-01,0,5,0,12947,84.6,17,0.0,0.0,3380.17,3380.17,1361.23,1379.94,25.65072867,613.35,6.01,2010-12-01,176.17,2016-01-01,0.0
31619,491598,8000.0,8000.0,6000.0, 36 MONTHS,10.25,259.08,B,B2,MARK'S DOWNTOWN,4 YEARS,MORTGAGE,55000.0,VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,322XX,FL,6.55,0,2002-09-01,0,9,0,0,0.0,24,0.0,0.0,7122.33,5335.16,5750.06,1244.21,0.0,128.06,1.73,2012-07-01,25.38,2012-12-01,0.0
31645,492674,7000.0,7000.0,6900.0, 36 MONTHS,7.88,218.97,A,A5,COUNTY OF SAN DIEGO DA'S OFFICE,3 YEARS,MORTGAGE,113000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,920XX,CA,16.91,0,1990-03-01,1,15,0,46507,61.6,49,0.0,0.0,874.88,862.4,698.11,176.77,0.0,0.0,0.0,2010-07-01,218.97,2016-05-01,0.0
31647,492647,8400.0,8400.0,8400.0, 36 MONTHS,10.99,274.98,B,B4,KCS,4 YEARS,RENT,39500.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,535XX,WI,1.49,2,1998-04-01,1,7,0,5530,48.9,49,0.0,0.0,674.68,674.68,197.31,462.41,14.95740741,0.0,0.0,2010-10-01,81.09,2016-05-01,0.0
31649,492654,19750.0,19750.0,19726.66, 36 MONTHS,15.7,691.47,D,D4,COLORADO STATE UNIVERSITY,9 YEARS,RENT,53000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,802XX,CO,3.67,0,1988-10-01,2,21,0,37866,71.7,70,0.0,0.0,2070.48,2070.48,1313.63,756.85,0.0,0.0,0.0,2010-06-01,691.47,2016-05-01,0.0
31655,490650,18000.0,18000.0,16108.92, 36 MONTHS,13.48,610.64,C,C3,,7 YEARS,MORTGAGE,98000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,208XX,MD,18.82,0,1993-11-01,0,9,0,48345,80.6,21,0.0,0.0,12823.39,12165.31,9523.07,3300.32,0.0,0.0,0.0,2012-02-01,612.05,2016-05-01,0.0
31657,492541,16000.0,16000.0,16000.0, 36 MONTHS,14.22,548.55,C,C5,AIG,2 YEARS,MORTGAGE,45000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,HOME_IMPROVEMENT,220XX,VA,8.53,0,1994-09-01,0,6,0,8116,79.5,22,0.0,0.0,1266.91,1266.91,0.0,492.33,54.70898624,719.87,6.9,2010-07-01,548.55,2010-11-01,0.0
31674,491628,15000.0,15000.0,14927.87351, 36 MONTHS,11.36,493.67,B,B5,PERINI BUILDING COMPANY,5 YEARS,MORTGAGE,46000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,891XX,NV,19.57,0,1978-09-01,0,11,1,13899,53.3,16,0.0,0.0,14039.66,13962.6,11161.5,2638.11,0.0,240.05,3.05,2012-07-01,493.67,2012-12-01,1.0
31675,492422,15000.0,15000.0,14875.0, 36 MONTHS,10.62,488.4,B,B3,,3 YEARS,RENT,75000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,549XX,WI,7.71,0,2000-07-01,1,6,0,980,29.77,18,0.0,0.0,14813.6,14690.19,12138.57,2512.7,0.0,162.33,2.92,2012-10-01,31.5,2013-03-01,0.0
31688,492330,7000.0,7000.0,7000.0, 36 MONTHS,10.62,227.92,B,B3,LAKESIDE SANDWICH SHOP,2 YEARS,OWN,20800.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,762XX,TX,19.62,0,2003-06-01,3,7,0,10439,37.3,9,0.0,0.0,1650.86,1650.86,1015.04,350.45,14.99107977,270.38,2.76,2010-09-01,227.92,2011-02-01,0.0
31691,492264,22000.0,22000.0,20204.06334, 36 MONTHS,11.36,724.05,B,B5,MEDALLION CONVENIENCE STORES,5 YEARS,MORTGAGE,45000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,328XX,FL,14.27,0,1998-03-01,0,11,0,26384,71.5,32,0.0,0.0,14512.78,14292.32,10365.03,3741.84,0.0,405.91,4.78,2012-05-01,201.95,2012-09-01,0.0
31723,489905,4000.0,4000.0,4000.0, 36 MONTHS,7.14,123.76,A,A3,T&R CUSTOM HOMES,4 YEARS,RENT,100000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,333XX,FL,1.48,0,1999-12-01,1,6,0,2393,12.1,9,0.0,0.0,1371.57,1371.57,1009.64,210.2,14.96606335,136.77,1.48,2011-02-01,123.76,2011-06-01,0.0
31734,491668,6000.0,6000.0,6000.0, 36 MONTHS,11.36,197.47,B,B5,HIGHTOWER INVESTMENT GROUP,3 YEARS,OWN,65000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,100XX,NY,6.02,0,2000-06-01,0,7,0,6370,92.3,14,0.0,0.0,2951.57,2951.57,1773.57,591.33,0.0,586.67,105.6006,2011-03-01,394.94,2011-08-01,0.0
31757,491313,8400.0,8400.0,8400.0, 36 MONTHS,12.73,281.96,C,C1,,,MORTGAGE,66000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,337XX,FL,23.58,0,1992-11-01,0,20,1,20966,65.1,43,0.0,0.0,3101.47,3101.47,2227.45,860.58,0.0,13.44,4.48,2011-02-01,281.96,2016-05-01,1.0
31769,491142,18000.0,18000.0,14994.48862, 36 MONTHS,14.22,617.12,C,C5,"DIGITAL GLOBE, INC",5 YEARS,MORTGAGE,72000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,805XX,CO,14.88,0,1998-11-01,1,7,0,10124,96.4,22,0.0,0.0,10519.95,10166.92,7226.83,3262.32,30.7974919,0.0,0.0,2011-10-01,619.05,2016-05-01,0.0
31777,491054,1500.0,1500.0,1500.0, 36 MONTHS,11.36,49.37,B,B5,BAYLOR,10+ YEARS,MORTGAGE,58000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,MEDICAL,751XX,TX,24.74,0,1996-08-01,1,12,0,22238,72.4,22,0.0,0.0,1034.88,1034.88,811.31,223.57,0.0,0.0,0.0,2011-12-01,49.37,2016-05-01,0.0
31779,485184,3000.0,3000.0,3000.0, 36 MONTHS,14.59,103.4,D,D1,NORTONS,6 YEARS,RENT,63000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,075XX,NJ,7.81,0,2004-10-01,0,12,0,4655,87.8,15,0.0,0.0,1436.79,1436.79,934.78,407.08,0.0,94.93,1.09,2011-04-01,103.4,2011-08-01,0.0
31783,491019,25000.0,25000.0,24950.0, 36 MONTHS,10.62,814.0,B,B3,OSCAR GRUSS AND SON,10+ YEARS,RENT,200000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,100XX,NY,4.36,0,1984-06-01,1,6,0,27384,56.5,16,0.0,0.0,24691.32,24642.12,20240.01,4179.78,0.0,271.53,3.8,2012-10-01,30.27,2013-02-01,0.0
31793,490824,12000.0,12000.0,12000.0, 36 MONTHS,13.11,404.94,C,C2,BE CLEAN INC ,5 YEARS,RENT,52800.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CREDIT_CARD,952XX,CA,24.68,0,1996-09-01,1,10,0,9840,64.3,24,0.0,0.0,2501.15,2501.15,1396.93,623.82,0.0,480.4,4.8,2010-08-01,404.94,2011-01-01,0.0
31797,490446,6000.0,6000.0,6000.0, 36 MONTHS,10.99,196.42,B,B4,SENECA RESOURCES GROUP,2 YEARS,MORTGAGE,44300.0,NOT VERIFIED,2010-03-01,CHARGED OFF,HOME_IMPROVEMENT,158XX,PA,7.61,0,1993-11-01,1,7,0,8968,66.4,11,0.0,0.0,3681.29,3681.29,2743.6,777.92,0.0,159.77,6.49,2011-09-01,196.42,2012-02-01,0.0
31803,490252,16000.0,16000.0,15950.0, 36 MONTHS,10.99,523.77,B,B4,,10+ YEARS,RENT,36000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,300XX,GA,16.33,0,1998-10-01,0,5,0,5299,22.3,21,0.0,0.0,12061.03,12023.38,9579.66,2481.37,0.0,0.0,0.0,2012-03-01,52.39,2016-05-01,0.0
31838,484581,8500.0,8500.0,8400.0, 36 MONTHS,10.99,278.25,B,B4,DEPT OF VETERAN AFFAIRS,10+ YEARS,MORTGAGE,46500.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,336XX,FL,18.68,0,1994-08-01,2,8,0,20577,90.2,29,0.0,0.0,6462.87,6386.82,3420.5,1011.18,0.0,2031.19,200.5868,2011-07-01,278.25,2011-11-01,0.0
31843,490180,25000.0,25000.0,24975.0, 36 MONTHS,20.16,931.09,G,G1,PFSWEB,1 YEAR,MORTGAGE,60000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,750XX,TX,8.04,0,2005-11-01,1,7,0,14729,85.6,8,0.0,0.0,18924.18,18905.26,2060.24,2802.32,61.45673653,14000.16,4902.08,2010-10-01,801.27,2016-05-01,0.0
31867,487311,25000.0,25000.0,22975.0, 36 MONTHS,10.25,809.62,B,B2,FIDELITY INVESTMENTS,10+ YEARS,MORTGAGE,110000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,HOME_IMPROVEMENT,030XX,NH,17.62,0,1983-02-01,2,14,0,10398,13.8,30,0.0,0.0,14572.01,13388.4,11512.64,3059.37,0.0,0.0,0.0,2011-10-01,43.65,2011-12-01,0.0
31869,489861,7750.0,7750.0,7750.0, 36 MONTHS,14.59,267.11,D,D1,JAMAICA HOSPITAL,6 YEARS,RENT,35000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,24.99,2,2002-10-01,3,6,0,721,11.6,14,0.0,0.0,7310.37,7310.37,4971.84,2180.1,0.0,158.43,2.22,2013-07-01,54.16,2013-10-01,0.0
31884,485051,12000.0,12000.0,11683.22198, 36 MONTHS,13.48,407.09,C,C3,GLEN GATE COMPANY,6 YEARS,MORTGAGE,60000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,HOME_IMPROVEMENT,066XX,CT,8.42,0,2002-01-01,3,13,0,14332,34.0,15,0.0,0.0,8977.63,8923.15,6043.0,2098.22,0.0,836.41,150.5538,2011-12-01,34.4,2012-04-01,0.0
31887,489679,6000.0,6000.0,5975.0, 36 MONTHS,15.7,210.07,D,D4,SYNOVUS BANK,2 YEARS,MORTGAGE,34000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,CAR,346XX,FL,14.86,0,2004-06-01,1,4,0,4883,84.2,6,0.0,0.0,5985.97,5961.13,4403.52,1464.19,14.96429762,103.3,1.48,2012-07-01,210.07,2012-12-01,0.0
31896,485301,5600.0,5600.0,5600.0, 36 MONTHS,14.22,192.0,C,C5,"ADVANTAGE RESTORATION AND CONTRACTING,IN",5 YEARS,MORTGAGE,66000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,WEDDING,300XX,GA,24.82,0,1985-10-01,0,11,0,7649,59.3,31,0.0,0.0,5759.64,5759.64,4486.49,1263.01,0.0,10.14,0.0,2012-09-01,192.0,2016-05-01,0.0
31897,487546,8000.0,8000.0,7692.0, 36 MONTHS,9.88,257.69,B,B1,SUMMIT NATURAL WELLNESS CENTER,5 YEARS,RENT,46000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,443XX,OH,6.16,0,1999-05-01,1,5,0,7637,39.2,8,0.0,0.0,5613.28,5579.14,4369.03,1031.33,0.0,212.92,40.0528,2011-12-01,257.69,2012-05-01,0.0
31902,489477,15250.0,15250.0,14952.55584, 36 MONTHS,13.11,514.61,C,C2,RAMCOR,6 YEARS,MORTGAGE,55493.0,NOT VERIFIED,2010-03-01,CHARGED OFF,MAJOR_PURCHASE,206XX,MD,11.89,0,1999-10-01,1,9,0,9410,31.2,13,0.0,0.0,13708.41,13587.83,10251.7,3172.88,0.0,283.83,3.86,2012-08-01,530.0,2012-10-01,0.0
31917,488607,10000.0,10000.0,9950.0, 36 MONTHS,13.85,341.04,C,C4,BBVA COMPASS BANK,3 YEARS,MORTGAGE,34000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,SMALL_BUSINESS,346XX,FL,5.44,1,2001-08-01,1,8,0,7220,40.1,14,0.0,0.0,2103.02,2092.52,1153.02,549.93,0.0,400.07,4.0,2010-08-01,341.04,2016-05-01,0.0
31929,489161,3200.0,3200.0,3200.0, 36 MONTHS,13.11,107.99,C,C2,NATIONAL CITY,6 YEARS,RENT,25000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,630XX,MO,17.86,0,2001-12-01,0,5,0,15028,88.4,10,0.0,0.0,1724.48,1724.48,1266.98,457.5,0.0,0.0,0.0,2011-07-01,107.99,2016-05-01,0.0
31930,489139,10400.0,10400.0,10300.0, 36 MONTHS,10.25,336.81,B,B2,NOONAN & LIEBERMAN,5 YEARS,OWN,45000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,608XX,IL,14.83,0,2003-07-01,0,8,0,5610,30.7,19,0.0,0.0,10481.93,10381.45,8670.6,1713.81,0.0,97.52,1.56,2012-11-01,393.59,2013-02-01,0.0
31935,489032,20000.0,20000.0,17900.0, 36 MONTHS,10.25,647.7,B,B2,JPL,9 YEARS,MORTGAGE,157000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,913XX,CA,8.72,0,1998-10-01,0,14,0,13383,7.8,43,0.0,0.0,98.79,98.18,0.0,66.79,31.998081,0.0,0.0,2010-05-01,100.0,2016-05-01,0.0
31940,488657,20000.0,20000.0,19941.98545, 36 MONTHS,10.99,654.71,B,B4,ENVISION,< 1 YEAR,MORTGAGE,98000.0,VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,633XX,MO,21.02,0,1994-07-01,3,11,0,21053,37.3,35,0.0,0.0,14626.36,14579.49,8604.01,2525.0,0.0,3497.35,1006.2444,2011-09-01,34.51,2012-01-01,0.0
31961,488647,6000.0,6000.0,5511.85, 36 MONTHS,10.62,195.36,B,B3,FORD METAL ROOFING,2 YEARS,RENT,32000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,320XX,FL,13.99,0,1999-09-01,0,6,0,5690,54.2,14,0.0,0.0,195.07,195.07,142.04,53.03,0.0,0.0,0.0,2010-04-01,195.36,2010-09-01,0.0
31964,488569,3800.0,3800.0,3800.0, 36 MONTHS,13.11,128.24,C,C2,US FOODSERVICE,3 YEARS,MORTGAGE,68500.0,NOT VERIFIED,2010-02-01,CHARGED OFF,HOME_IMPROVEMENT,553XX,MN,23.25,0,2000-11-01,0,11,1,3119,39.0,19,0.0,0.0,2525.43,2525.43,1817.38,615.0,0.0,93.05,0.99,2011-10-01,128.24,2012-03-01,1.0
31982,488405,16000.0,16000.0,16000.0, 36 MONTHS,19.41,589.86,F,F4,,4 YEARS,MORTGAGE,85000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,HOME_IMPROVEMENT,068XX,CT,17.36,0,1996-02-01,2,12,0,19126,75.6,26,0.0,0.0,2357.68,2357.68,1355.46,1002.22,0.0,0.0,0.0,2010-07-01,589.86,2016-04-01,0.0
31984,488388,2500.0,2500.0,2500.0, 36 MONTHS,14.59,86.17,D,D1,RED LOBSTER-DARDEN RESTAURANTS,< 1 YEAR,RENT,10000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,336XX,FL,13.44,1,2006-07-01,1,8,0,0,0.0,11,0.0,0.0,359.36,359.36,226.81,117.56,14.98607404,0.0,0.0,2010-07-01,86.17,2016-05-01,0.0
31987,488333,15000.0,15000.0,14974.99544, 36 MONTHS,14.59,516.98,D,D1,SJ LEVINSON  AND  SONS,< 1 YEAR,RENT,75600.0,VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,070XX,NJ,20.1,0,1995-09-01,2,6,0,3811,97.7,20,0.0,0.0,3689.42,3683.28,1825.16,1218.59,51.66634019,594.0,6.0,2010-11-01,1522.02,2016-05-01,0.0
31992,488285,4800.0,4800.0,4775.0, 36 MONTHS,10.99,157.13,B,B4,AUDIO VISUAL MANAGEMENT SYSTEMS,1 YEAR,RENT,15000.0,NOT VERIFIED,2010-03-01,CHARGED OFF,DEBT_CONSOLIDATION,928XX,CA,0.0,0,2005-07-01,0,2,0,0,0.0,5,0.0,0.0,5350.91,5323.28,4482.36,850.88,0.0,17.67,0.47,2013-01-01,157.13,2013-07-01,0.0
32005,488196,8000.0,8000.0,7690.635684, 36 MONTHS,13.11,269.96,C,C2,SOS SALSON,1 YEAR,RENT,35000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,770XX,TX,1.65,1,2004-04-01,3,3,0,1692,35.2,7,0.0,0.0,6126.04,6075.66,4505.93,1423.95,0.0,196.16,35.3088,2012-01-01,269.96,2012-06-01,0.0
32019,488033,9250.0,9250.0,8747.57, 36 MONTHS,14.22,317.13,C,C5,99 RESTAURANT,< 1 YEAR,RENT,19200.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,050XX,VT,10.81,0,2004-05-01,3,2,0,0,0.0,3,0.0,0.0,1030.75,1006.42,416.5,216.22,0.0,398.03,3.9,2010-05-01,317.13,2010-10-01,0.0
32093,486818,5000.0,5000.0,5000.0, 36 MONTHS,12.73,167.84,C,C1,IRON MOUNTAIN,< 1 YEAR,MORTGAGE,61000.0,VERIFIED,2010-02-01,CHARGED OFF,OTHER,981XX,WA,15.76,0,1995-07-01,1,8,0,8076,79.2,24,0.0,0.0,3539.21,3539.21,2675.31,837.84,14.94995234,11.11,4.01,2011-12-01,167.84,2016-05-01,0.0
32112,486897,5000.0,5000.0,4900.0, 36 MONTHS,10.25,161.93,B,B2,HYATT REGENCY IRVINE,3 YEARS,RENT,40040.0,NOT VERIFIED,2010-03-01,CHARGED OFF,OTHER,926XX,CA,19.12,0,2005-08-01,0,8,0,10625,65.6,13,0.0,0.0,4420.01,4331.37,3584.08,764.81,0.0,71.12,1.02,2012-06-01,161.93,2012-11-01,0.0
32113,484482,16000.0,16000.0,11043.78787, 36 MONTHS,11.36,526.58,B,B5,THE BROADMOOR,1 YEAR,RENT,45000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,CREDIT_CARD,809XX,CO,8.83,0,2000-08-01,0,4,0,12142,62.3,10,0.0,0.0,18474.45,12966.61,15449.92,2957.83,26.26626122,40.43,1.68,2013-02-01,526.58,2013-07-01,0.0
32123,486744,3000.0,3000.0,2950.0, 36 MONTHS,10.62,97.68,B,B3,WALMART,10+ YEARS,OWN,35000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,245XX,VA,8.91,1,1993-06-01,2,15,0,12509,37.1,31,0.0,0.0,3441.61,3384.38,2891.08,521.19,14.99556344,14.34,2.5812,2013-02-01,97.68,2015-03-01,0.0
32137,486607,15000.0,15000.0,9700.004903, 36 MONTHS,11.36,493.67,B,B5,COMPLET COMPUTER SOLUTIONS,10+ YEARS,MORTGAGE,72000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,484XX,MI,17.82,0,1985-02-01,1,10,0,21367,77.1,34,0.0,0.0,2821.54,1823.22,1633.61,1187.93,0.0,0.0,0.0,2010-12-01,300.23,2016-05-01,0.0
32148,486459,8500.0,8500.0,8500.0, 36 MONTHS,16.07,299.15,D,D5,FDNY,2 YEARS,RENT,31800.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,23.07,0,2006-01-01,0,4,0,9640,87.6,8,0.0,0.0,1809.88,1809.88,1143.99,642.09,0.0,23.8,7.88,2010-09-01,299.15,2016-05-01,0.0
32150,486440,4000.0,4000.0,4000.0, 36 MONTHS,10.62,130.24,B,B3,,,RENT,27500.0,NOT VERIFIED,2010-02-01,CHARGED OFF,CREDIT_CARD,631XX,MO,5.76,0,2000-03-01,1,6,0,4423,40.2,18,0.0,0.0,3168.97,3168.97,2516.91,600.69,0.0,51.37,0.87,2012-03-01,130.24,2012-08-01,0.0
